job_id,cluster
3879228554,2
3879240957,3
3879283271,3
3880063171,2
3880088143,1
3880108413,2
3880115287,2
3880134115,2
3880157614,1
3880169314,1
3880176089,1
3880180438,2
3880190130,2
3880374275,2
3880380418,0
3880591550,2
3880619804,2
3881051293,1
3881822529,3
3881931499,1
3881984061,2
3881986862,2
3881987723,1
3882000504,3
3882144210,2
3882248468,2
3882279550,1
3882347932,2
3882358050,3
3882362301,1
3882935322,3
3883216578,2
3883315711,1
3883345359,4
3883403219,2
3883417521,1
3883469904,1
3883546874,0
3883686441,2
3884003641,2
3884004631,3
3884249830,1
3884290980,2
3884422761,2
3884422904,3
3884424835,2
3884424904,2
3884425580,2
3884425780,1
3884425974,2
3884426652,2
3884426762,1
3884426774,3
3884426885,1
3884426920,2
3884426925,2
3884426975,1
3884426996,2
3884426999,2
3884427312,2
3884427334,2
3884427691,1
3884427693,4
3884427746,1
3884427833,2
3884427871,2
3884427957,1
3884427958,1
3884427963,2
3884427964,2
3884427965,2
3884427966,1
3884427967,1
3884427968,2
3884427971,2
3884427990,1
3884428490,3
3884428699,2
3884428728,1
3884428729,1
3884428798,2
3884428894,1
3884428970,2
3884428977,2
3884428980,1
3884428982,2
3884428983,2
3884428984,1
3884428991,2
3884428994,2
3884429179,1
3884429541,3
3884429549,2
3884429551,2
3884429552,2
3884429603,2
3884429608,2
3884429609,2
3884429610,2
3884429613,2
3884429616,2
3884429619,1
3884429620,0
3884429624,3
3884429625,1
3884429634,3
3884429636,1
3884429637,3
3884429642,0
3884429653,1
3884429657,1
3884429660,1
3884429663,1
3884429666,2
3884429672,3
3884429682,3
3884429683,2
3884429684,2
3884429686,1
3884429697,3
3884429699,2
3884429701,1
3884429703,1
3884429705,2
3884429714,1
3884429717,1
3884429722,2
3884429724,2
3884429726,1
3884429733,1
3884429747,1
3884429748,2
3884429749,1
3884429751,1
3884429758,2
3884429763,2
3884429764,1
3884429775,2
3884429777,0
3884429781,1
3884429786,2
3884429787,2
3884429788,1
3884429790,2
3884429793,2
3884429801,1
3884429809,0
3884429830,2
3884429852,0
3884429858,2
3884429859,2
3884429864,1
3884429878,2
3884429879,2
3884429892,1
3884429902,3
